analysis,regime,configuration,episode_id,scenario_type,lpi,total_severity,planner_seed,total_cost,service_cov,air_expedites,recovery_0.90,recovery_0.95,recovery_0.98
threshold,baseline,planner_daily,79,dual,2.585645,8,mean,354444.72098945954,0.053867791169042625,0.0,108.0,108.0,108.0
threshold,baseline,planner_daily,80,compound,2.814935,12,mean,1537130.5795044755,0.1564782153790689,23.2,33.2,33.2,33.2
threshold,baseline,planner_daily,81,single,2.575405,4,mean,415331.51511821034,0.0,0.0,0.0,0.0,0.0
threshold,baseline,planner_daily,82,dual,2.5805249999999997,7,mean,556228.6189963327,0.2943035177055043,0.0,101.4,101.4,101.4
threshold,baseline,planner_daily,83,compound,2.585645,13,mean,1449932.7731316038,0.4528599935026546,27.2,30.4,30.4,30.4
threshold,baseline,planner_daily,84,single,2.585645,5,mean,525325.9787429812,0.242511038468271,0.0,103.0,103.0,103.0
threshold,baseline,planner_daily,85,dual,2.526313,9,mean,1027212.5982062804,0.29628742700229455,9.8,89.8,89.8,89.8
threshold,baseline,planner_daily,86,compound,2.5,11,mean,1545287.411648125,0.4104190415243,22.0,31.0,31.0,31.0
threshold,baseline,planner_daily,87,single,2.526313,2,mean,341397.7589490199,0.0,0.0,0.0,0.0,0.0
threshold,baseline,planner_daily,88,dual,2.6,6,mean,361954.93672209245,0.0,0.0,0.0,0.0,0.0
threshold,baseline,planner_daily,89,compound,2.5805249999999997,10,mean,1363113.5141293313,0.0,21.4,0.0,0.0,0.0
threshold,baseline,planner_daily,90,single,2.6,5,mean,348905.1219217885,0.0,0.0,0.0,0.0,0.0
threshold,baseline,planner_daily,91,dual,2.5805249999999997,9,mean,1426675.4672427878,0.38858845065785597,13.6,93.0,93.0,93.0
threshold,baseline,planner_daily,92,compound,2.814935,10,mean,1571854.1073225073,0.36874774468639726,25.0,32.8,32.8,32.8
threshold,baseline,planner_daily,93,single,2.6,3,mean,428256.2593271037,0.0,0.0,0.0,0.0,0.0
threshold,baseline,planner_daily,94,dual,2.5805249999999997,7,mean,398092.14030163235,0.0,0.0,0.0,0.0,0.0
threshold,baseline,planner_daily,95,compound,2.814935,10,mean,955168.5989810383,0.04351524993406145,11.4,18.0,18.0,18.0
threshold,baseline,planner_daily,96,single,2.5,5,mean,374697.0088336398,0.0,0.0,0.0,0.0,0.0
threshold,baseline,planner_daily,97,dual,2.585645,7,mean,396631.7465663399,0.0,0.0,0.0,0.0,0.0
threshold,baseline,planner_daily,98,compound,2.814935,12,mean,1522554.7252246812,0.0,22.0,0.0,0.0,0.0
threshold,baseline,planner_daily,99,single,2.5805249999999997,5,mean,375528.7140390187,0.0,0.0,0.0,0.0,0.0
threshold,baseline,planner_daily,100,dual,2.5805249999999997,8,mean,557127.6456240725,0.11837388054297163,2.6,74.4,84.0,84.0
threshold,baseline,planner_daily,101,compound,2.575405,11,mean,1611295.5163440201,0.3868874323320345,28.0,29.0,31.0,37.0
threshold,baseline,planner_daily,102,single,2.5,2,mean,326763.64960782655,0.0,0.0,0.0,0.0,0.0
threshold,baseline,planner_daily,103,dual,2.814935,6,mean,320684.8244401521,0.0,0.0,0.0,0.0,0.0
threshold,baseline,planner_daily,104,compound,2.575405,9,mean,631461.2316841113,0.029802978377617667,7.8,19.8,19.8,19.8
threshold,baseline,planner_daily,105,single,2.5,4,mean,372041.9091710677,0.0,0.0,0.0,0.0,0.0
threshold,baseline,planner_daily,106,dual,2.5,9,mean,946149.696913406,0.05766455599121802,14.4,66.0,66.0,66.0
threshold,baseline,planner_daily,107,compound,2.5,9,mean,400578.0353268294,0.0,1.4,0.0,0.0,0.0
threshold,baseline,planner_daily,108,single,2.5,3,mean,321733.93208320544,0.0,0.0,0.0,0.0,0.0
threshold,baseline,planner_daily,109,dual,2.575405,8,mean,516751.92140891205,0.10265604106598705,0.4,39.6,39.6,39.6
threshold,baseline,planner_daily,110,compound,2.6,13,mean,1696904.7998532138,0.39929179871319626,21.0,36.0,36.0,36.0
threshold,baseline,planner_daily,111,single,2.575405,3,mean,382011.2393014327,0.0,0.0,0.0,0.0,0.0
threshold,baseline,planner_daily,112,dual,2.5805249999999997,5,mean,393443.35873999767,0.03905906309068937,0.0,22.0,22.0,22.0
threshold,baseline,planner_daily,113,compound,2.5805249999999997,10,mean,613695.9243215969,0.10393469175259,6.2,77.0,77.0,77.0
threshold,baseline,planner_daily,114,single,2.814935,5,mean,462085.16153507103,0.17653911809527284,0.0,45.4,45.4,45.4
threshold,baseline,planner_daily,115,dual,2.5805249999999997,8,mean,873165.5834534338,0.20429269812015552,8.2,45.8,45.8,45.8
threshold,baseline,planner_daily,116,compound,2.814935,12,mean,1374570.7578578372,0.31028696270002604,21.8,35.0,35.0,35.0
threshold,baseline,planner_daily,117,single,2.585645,2,mean,367350.6092773071,0.0,0.0,0.0,0.0,0.0
threshold,baseline,planner_daily,118,dual,2.5,9,mean,1469302.396563496,0.30524973505707415,21.4,29.0,29.0,29.0
threshold,baseline,planner_daily,119,compound,2.5,11,mean,1512844.4262266108,0.4351875170413216,27.6,31.4,31.4,31.4
threshold,baseline,planner_daily,120,single,2.5805249999999997,3,mean,378568.016478957,0.0,0.0,0.0,0.0,0.0
threshold,baseline,planner_daily,121,dual,2.5805249999999997,8,mean,423587.1787996809,0.08272254141768152,0.4,33.2,33.2,33.2
threshold,baseline,planner_daily,122,compound,2.575405,12,mean,1302725.51277127,0.22406214213413742,16.2,59.4,63.6,63.6
threshold,baseline,planner_daily,123,single,2.526313,3,mean,406915.85437698715,0.0,0.0,0.0,0.0,0.0
threshold,baseline,planner_daily,124,dual,2.575405,8,mean,1002485.9139255494,0.4112764428054686,9.4,98.6,98.6,98.6
threshold,baseline,planner_daily,125,compound,2.575405,10,mean,1163971.7695917385,0.11385316884244001,15.0,65.4,65.4,65.4
threshold,baseline,planner_daily,126,single,2.6,2,mean,350580.4776965405,0.0,0.0,0.0,0.0,0.0
threshold,baseline,planner_daily,127,dual,2.814935,5,mean,388331.5114046678,0.0,0.0,0.0,0.0,0.0
threshold,baseline,planner_daily,128,compound,2.814935,9,mean,669288.3011485684,0.04300245727562022,6.4,19.8,19.8,19.8
threshold,baseline,planner_daily,129,single,2.6,5,mean,497949.05328153557,0.23888022071140966,0.0,108.0,108.0,108.0
threshold,baseline,planner_daily,130,dual,2.5,8,mean,971428.0346345596,0.3428147474736484,11.8,106.0,106.0,106.0
threshold,baseline,planner_daily,131,compound,2.6,10,mean,809894.4297390038,0.08195118768281344,7.2,44.0,44.0,44.0
threshold,baseline,planner_daily,132,single,2.5805249999999997,4,mean,381291.1923697371,0.0,0.0,0.0,0.0,0.0
threshold,baseline,planner_daily,133,dual,2.5805249999999997,9,mean,1101860.0581189685,0.0,17.8,0.0,0.0,0.0
threshold,baseline,planner_daily,134,compound,2.5805249999999997,12,mean,1409857.1458754172,0.0,23.2,0.0,0.0,0.0
threshold,baseline,planner_daily,135,single,2.5805249999999997,5,mean,406868.0165224978,0.0,0.0,0.0,0.0,0.0
threshold,baseline,planner_daily,136,dual,2.5805249999999997,8,mean,1232267.9843796208,0.23647865571206994,11.8,59.2,59.2,59.2
threshold,baseline,planner_daily,137,compound,2.585645,9,mean,624171.5083849648,0.0,5.2,0.0,0.0,0.0
threshold,baseline,planner_daily,138,single,2.814935,2,mean,333015.80819978885,0.0,0.0,0.0,0.0,0.0
threshold,baseline,planner_daily,139,dual,2.585645,9,mean,879981.8994372636,0.10574116460930905,10.0,40.8,40.8,40.8
threshold,baseline,planner_daily,140,compound,2.526313,11,mean,1381785.9024240936,0.0,23.8,0.0,0.0,0.0
threshold,baseline,planner_daily,141,single,2.5,3,mean,387369.4540731728,0.0,0.0,0.0,0.0,0.0
threshold,baseline,planner_daily,142,dual,2.575405,6,mean,378452.5070772244,0.0,0.0,0.0,0.0,0.0
threshold,baseline,planner_daily,143,compound,2.6,12,mean,1699409.0718036476,0.4495637182395972,26.2,31.4,31.4,31.4
threshold,baseline,planner_daily,144,single,2.585645,5,mean,402888.83872634644,0.0,0.0,0.0,0.0,0.0
threshold,baseline,planner_daily,145,dual,2.575405,9,mean,792545.2547034066,0.330487621979483,5.4,86.6,86.6,86.6
threshold,baseline,planner_daily,146,compound,2.6,12,mean,1609820.1534795023,0.18842517765987704,22.0,33.0,33.0,33.0
threshold,baseline,planner_daily,147,single,2.5805249999999997,5,mean,445710.3043938788,0.17284907718614778,0.0,57.0,57.0,66.0
threshold,baseline,planner_daily,148,dual,2.5,9,mean,1049563.748661414,0.3206012659333676,10.2,83.8,83.8,83.8
threshold,baseline,planner_daily,149,compound,2.6,10,mean,497788.3369287448,0.055109694333904426,3.2,44.0,44.0,44.0
tail_severity,random_3_of_4,planner_weekly,0,compound,2.585645,13,mean,642441.7701861003,0.5488342285847478,3.8,,70.0,
tail_severity,random_3_of_4,planner_weekly,1,compound,2.5805249999999997,14,mean,662331.8394104964,0.4525024502036983,2.2,,99.0,
tail_severity,random_3_of_4,planner_weekly,2,compound,2.5805249999999997,13,mean,543388.667865061,0.2963258331177621,4.6,,92.4,
tail_severity,random_3_of_4,planner_weekly,3,compound,2.6,13,mean,612219.683690719,0.37250243015154105,4.8,,73.4,
tail_severity,random_3_of_4,planner_weekly,4,compound,2.5805249999999997,14,mean,409113.98926037236,0.0,4.0,,0.0,
tail_severity,random_3_of_4,planner_weekly,5,compound,2.5805249999999997,15,mean,572682.6449611149,0.3935817111595296,2.4,,106.4,
tail_severity,random_3_of_4,planner_weekly,6,compound,2.585645,12,mean,561235.4492525501,0.4166681839735104,2.0,,69.0,
tail_severity,random_3_of_4,planner_weekly,7,compound,2.585645,13,mean,675845.9904960544,0.6773515831576766,5.0,,41.0,
tail_severity,random_3_of_4,planner_weekly,8,compound,2.585645,13,mean,573924.4912964349,0.3691627259287368,2.0,,96.0,
tail_severity,random_3_of_4,planner_weekly,9,compound,2.575405,13,mean,671620.49589251,0.7040026780626418,5.0,,42.0,
tail_severity,random_3_of_4,planner_weekly,10,compound,2.814935,12,mean,505646.4517047462,0.15740217040368945,5.0,,108.0,
tail_severity,random_3_of_4,planner_weekly,11,compound,2.5805249999999997,14,mean,498233.5875757142,0.2317833909345896,3.0,,103.0,
tail_severity,random_3_of_4,planner_weekly,12,compound,2.5,14,mean,501799.6004269027,0.43317648882110654,4.0,,33.0,
tail_severity,random_3_of_4,planner_weekly,13,compound,2.814935,13,mean,614878.8800856726,0.42552201540371276,3.0,,99.0,
tail_severity,random_3_of_4,planner_weekly,14,compound,2.575405,14,mean,604097.3126163326,0.44593197076438323,2.8,,109.8,
tail_severity,random_3_of_4,planner_weekly,15,compound,2.5,13,mean,528659.3112987045,0.5836483264857595,4.0,,38.0,
tail_severity,random_3_of_4,planner_weekly,16,compound,2.526313,12,mean,585409.200044923,0.3332428615155767,5.0,,109.0,
tail_severity,random_3_of_4,planner_weekly,17,compound,2.526313,14,mean,639915.0852455647,0.3998637178409151,4.0,,81.0,
tail_severity,random_3_of_4,planner_weekly,18,compound,2.585645,15,mean,660712.4727894742,0.5116330027725665,3.2,,92.0,
tail_severity,random_3_of_4,planner_weekly,19,compound,2.575405,13,mean,529272.824131487,0.30085819117160323,2.0,,105.0,
tail_severity,random_3_of_4,planner_weekly,20,compound,2.6,13,mean,563813.4630722178,0.24608215404196007,5.0,,102.0,
tail_severity,random_3_of_4,planner_weekly,21,compound,2.5,13,mean,564009.8519733371,0.27869656154997524,5.0,,107.0,
tail_severity,random_3_of_4,planner_weekly,22,compound,2.5805249999999997,14,mean,458939.90714186,0.17843521580852748,4.0,,41.0,
tail_severity,random_3_of_4,planner_weekly,23,compound,2.5,15,mean,449655.5550735815,0.4628801795747569,3.0,,53.0,
tail_severity,random_3_of_4,planner_weekly,24,compound,2.5,13,mean,580367.2686512307,0.6701643088636458,5.0,,36.0,
tail_severity,random_3_of_4,planner_weekly,25,compound,2.526313,14,mean,464385.9049319802,0.3376937949438077,4.0,,35.0,
tail_severity,random_3_of_4,planner_weekly,26,compound,2.575405,14,mean,626837.8682925649,0.4557248563197625,4.2,,54.0,
tail_severity,random_3_of_4,planner_weekly,27,compound,2.6,14,mean,468047.122750861,0.0,4.0,,0.0,
tail_severity,random_3_of_4,planner_weekly,28,compound,2.526313,15,mean,578899.1116276607,0.49005262260196236,5.0,,42.0,
tail_severity,random_3_of_4,planner_weekly,29,compound,2.5805249999999997,14,mean,582917.0472278802,0.5981955936676936,5.0,,45.0,
tail_severity,random_3_of_4,planner_weekly,30,compound,2.5,13,mean,608610.057978024,0.43324315019389015,4.0,,82.0,
tail_severity,random_3_of_4,planner_weekly,31,compound,2.5805249999999997,12,mean,557700.2579903236,0.38562197940231757,1.6,,92.4,
tail_severity,random_3_of_4,planner_weekly,32,compound,2.814935,12,mean,528137.8215933918,0.3888624450964496,3.0,,87.0,
tail_severity,random_3_of_4,planner_weekly,33,compound,2.6,13,mean,453510.54143247625,0.09369828627500025,3.0,,66.0,
tail_severity,random_3_of_4,planner_weekly,34,compound,2.6,13,mean,569575.8916827661,0.4036186452830913,3.2,,95.6,
tail_severity,random_3_of_4,planner_weekly,35,compound,2.575405,13,mean,638427.1251344668,0.3779962216666345,4.4,,93.0,
tail_severity,random_3_of_4,planner_weekly,36,compound,2.526313,14,mean,538298.4612452575,0.44293382227894906,3.0,,72.0,
tail_severity,random_3_of_4,planner_weekly,37,compound,2.6,14,mean,584093.4068567831,0.5396190250870397,5.0,,36.0,
tail_severity,random_3_of_4,planner_weekly,38,compound,2.814935,14,mean,639845.4069697785,0.6925974562389777,5.0,,40.0,
tail_severity,random_3_of_4,planner_weekly,39,compound,2.585645,14,mean,512380.02958206116,0.3424275948577315,5.0,,43.0,
tail_severity,random_3_of_4,planner_weekly,40,compound,2.814935,13,mean,585896.9440131102,0.3758406926032117,5.0,,67.0,
tail_severity,random_3_of_4,planner_weekly,41,compound,2.526313,13,mean,565444.7812946017,0.27587721215062,5.0,,103.0,
tail_severity,random_3_of_4,planner_weekly,42,compound,2.526313,12,mean,679532.9936787701,0.4339773735890272,5.0,,83.0,
tail_severity,random_3_of_4,planner_weekly,43,compound,2.5805249999999997,14,mean,499476.18966029503,0.0,4.0,,0.0,
tail_severity,random_3_of_4,planner_weekly,44,compound,2.6,12,mean,482843.47351512907,0.0,4.0,,0.0,
tail_severity,random_3_of_4,planner_weekly,45,compound,2.5805249999999997,13,mean,586072.3087668752,0.4238963790605569,3.4,,106.0,
tail_severity,random_3_of_4,planner_weekly,46,compound,2.5805249999999997,13,mean,780007.6065825179,0.542457097431262,3.0,,101.0,
tail_severity,random_3_of_4,planner_weekly,47,compound,2.5,14,mean,580518.3362828344,0.4213231468686634,4.0,,91.0,
tail_severity,random_3_of_4,planner_weekly,48,compound,2.575405,12,mean,491147.2804657298,0.30130463041334377,2.0,,96.2,
tail_severity,random_3_of_4,planner_weekly,49,compound,2.526313,13,mean,458160.63332788815,0.0,4.0,,0.0,
tail_severity,random_3_of_4,planner_weekly,50,compound,2.5,14,mean,455742.24933855905,0.3238554642560532,3.0,,86.0,
tail_severity,random_3_of_4,planner_weekly,51,compound,2.6,14,mean,525451.6079308782,0.23931055094435055,4.0,,96.0,
tail_severity,random_3_of_4,planner_weekly,52,compound,2.575405,13,mean,591148.6458649054,0.44026337744858113,3.0,,89.0,
tail_severity,random_3_of_4,planner_weekly,53,compound,2.814935,14,mean,480895.7986561467,0.2574354810798453,4.0,,34.0,
tail_severity,random_3_of_4,planner_weekly,54,compound,2.575405,13,mean,584058.0132769676,0.3028076344557825,5.0,,100.0,
tail_severity,random_3_of_4,planner_weekly,55,compound,2.585645,12,mean,656778.2775752273,0.4713862498324254,2.8,,95.0,
tail_severity,random_3_of_4,planner_weekly,56,compound,2.5805249999999997,14,mean,530997.2843930604,0.2896238948762633,4.0,,109.0,
tail_severity,random_3_of_4,planner_weekly,57,compound,2.5805249999999997,13,mean,541877.7943230072,0.4406346326924247,3.0,,36.0,
tail_severity,random_3_of_4,planner_weekly,58,compound,2.6,13,mean,484799.3981839318,0.19097703661416926,4.0,,36.0,
tail_severity,random_3_of_4,planner_weekly,59,compound,2.5,13,mean,588966.8067875578,0.48368132126031227,2.0,,96.0,
tail_severity,random_3_of_4,planner_weekly,60,compound,2.526313,12,mean,572238.0663352751,0.5960340451574219,4.0,,53.0,
tail_severity,random_3_of_4,planner_weekly,61,compound,2.5805249999999997,15,mean,547196.8557683774,0.5230854445925446,4.0,,37.0,
tail_severity,random_3_of_4,planner_weekly,62,compound,2.6,12,mean,625236.0096312717,0.3002186323708124,4.4,,109.0,
tail_severity,random_3_of_4,planner_weekly,63,compound,2.6,14,mean,567369.0017090588,0.3810934741975906,4.0,,36.0,
tail_severity,random_3_of_4,planner_weekly,64,compound,2.5805249999999997,13,mean,662108.2682618387,0.33053327497123486,5.0,,110.0,
tail_severity,random_3_of_4,planner_weekly,65,compound,2.5805249999999997,12,mean,460903.6237600284,0.3019687583697856,4.0,,35.0,
tail_severity,random_3_of_4,planner_weekly,66,compound,2.585645,14,mean,529019.8264404784,0.33591902939766494,3.8,,35.0,
tail_severity,random_3_of_4,planner_weekly,67,compound,2.5805249999999997,14,mean,587619.04236274,0.3245649616644186,4.0,,93.0,
tail_severity,random_3_of_4,planner_weekly,68,compound,2.5,13,mean,539310.5053277587,0.482997710351517,5.0,,42.0,
tail_severity,random_3_of_4,planner_weekly,69,compound,2.5805249999999997,12,mean,596070.0460661208,0.4304569571192207,5.0,,41.0,
tail_severity,random_3_of_4,planner_weekly,70,compound,2.585645,14,mean,688478.588938176,0.4282760740481654,5.0,,88.0,
tail_severity,random_3_of_4,planner_weekly,71,compound,2.575405,13,mean,614079.1818196635,0.661738155789921,5.0,,39.0,
tail_severity,random_3_of_4,planner_weekly,72,compound,2.575405,13,mean,654008.8417078034,0.4492643508528655,2.0,,103.0,
tail_severity,random_3_of_4,planner_weekly,73,compound,2.814935,14,mean,665285.4032628282,0.49467301059168556,4.8,,68.0,
tail_severity,random_3_of_4,planner_weekly,74,compound,2.6,15,mean,425443.00135916227,0.28959628465803305,4.0,,37.0,
tail_severity,random_3_of_4,planner_weekly,75,compound,2.5805249999999997,15,mean,578123.7999450179,0.41146443425243645,4.0,,109.0,
tail_severity,random_3_of_4,planner_weekly,76,compound,2.526313,13,mean,509750.88401094556,0.27707714319440685,4.0,,103.0,
tail_severity,random_3_of_4,planner_weekly,77,compound,2.6,14,mean,577557.3844804652,0.37700653686277796,3.0,,101.0,
tail_severity,random_3_of_4,planner_weekly,78,compound,2.585645,13,mean,510274.77304830373,0.2014778200599847,3.0,,110.0,
tail_severity,random_3_of_4,planner_weekly,79,compound,2.575405,15,mean,599232.6682788664,0.32065312366534404,4.0,,101.0,
tail_severity,random_3_of_4,planner_weekly,80,compound,2.5805249999999997,12,mean,557069.5204853368,0.2566300236752382,4.0,,95.0,
tail_severity,random_3_of_4,planner_weekly,81,compound,2.6,12,mean,611614.535018601,0.5086264834766181,2.8,,77.4,
tail_severity,random_3_of_4,planner_weekly,82,compound,2.5805249999999997,13,mean,664006.2745524248,0.6849285532144541,5.0,,41.0,
tail_severity,random_3_of_4,planner_weekly,83,compound,2.585645,15,mean,725004.0294849635,0.541001685704724,3.0,,89.0,
tail_severity,random_3_of_4,planner_weekly,84,compound,2.5805249999999997,13,mean,673298.0766221953,0.599743678955546,5.0,,42.0,
tail_severity,random_3_of_4,planner_weekly,85,compound,2.5805249999999997,15,mean,508036.56493983103,0.5166150409585799,4.0,,38.0,
tail_severity,random_3_of_4,planner_weekly,86,compound,2.5805249999999997,13,mean,640480.8575995121,0.3543888228418922,5.0,,100.0,
tail_severity,random_3_of_4,planner_weekly,87,compound,2.5805249999999997,13,mean,633335.9781461613,0.5635657934098534,4.0,,60.0,
tail_severity,random_3_of_4,planner_weekly,88,compound,2.814935,13,mean,598559.2019199819,0.4111724328212092,2.0,,110.0,
tail_severity,random_3_of_4,planner_weekly,89,compound,2.585645,13,mean,469692.9527097715,0.18192515231603343,4.0,,33.0,
tail_severity,random_3_of_4,planner_weekly,90,compound,2.575405,14,mean,659279.6029294534,0.4528130392771206,3.0,,104.0,
tail_severity,random_3_of_4,planner_weekly,91,compound,2.814935,15,mean,508557.072396796,0.41961005572917864,5.0,,42.0,
tail_severity,random_3_of_4,planner_weekly,92,compound,2.526313,15,mean,617785.5388587315,0.7273282044928812,5.0,,41.0,
tail_severity,random_3_of_4,planner_weekly,93,compound,2.5805249999999997,13,mean,637221.9088696749,0.31431792440001466,2.8,,103.8,
tail_severity,random_3_of_4,planner_weekly,94,compound,2.585645,14,mean,560669.1381724385,0.2609569617822521,4.0,,94.0,
tail_severity,random_3_of_4,planner_weekly,95,compound,2.814935,13,mean,702122.8114488234,0.39932492439349715,5.0,,83.0,
tail_severity,random_3_of_4,planner_weekly,96,compound,2.814935,13,mean,547347.1805734981,0.2676542053172034,4.4,,101.0,
tail_severity,random_3_of_4,planner_weekly,97,compound,2.585645,15,mean,492246.6830950601,0.4161107335494286,3.0,,81.0,
tail_severity,random_3_of_4,planner_weekly,98,compound,2.5805249999999997,13,mean,456448.5714801924,0.16512674450379194,4.0,,35.0,
tail_severity,random_3_of_4,planner_weekly,99,compound,2.5805249999999997,14,mean,507141.3291104693,0.3710544959702949,3.2,,88.8,
tail_severity,random_3_of_4,planner_weekly,100,compound,2.585645,15,mean,593347.7896280556,0.7048693570429484,5.0,,37.0,
tail_severity,random_3_of_4,planner_weekly,101,compound,2.585645,13,mean,587535.7517611482,0.37271961952913396,2.0,,104.0,
tail_severity,random_3_of_4,planner_weekly,102,compound,2.585645,14,mean,668589.3205935077,0.4777567499193486,3.0,,96.0,
tail_severity,random_3_of_4,planner_weekly,103,compound,2.6,14,mean,671419.2797532615,0.432591229695724,3.4,,109.0,
tail_severity,random_3_of_4,planner_weekly,104,compound,2.5805249999999997,14,mean,421060.92213440296,0.0,4.0,,0.0,
tail_severity,random_3_of_4,planner_weekly,105,compound,2.585645,13,mean,631534.6161603809,0.3945618022295033,4.0,,75.0,
tail_severity,random_3_of_4,planner_weekly,106,compound,2.575405,14,mean,523628.4656465425,0.3246272040030024,5.0,,32.0,
tail_severity,random_3_of_4,planner_weekly,107,compound,2.5805249999999997,13,mean,601968.7245138835,0.4079187513744184,5.0,,87.0,
tail_severity,random_3_of_4,planner_weekly,108,compound,2.526313,13,mean,447975.7145680088,0.0,4.0,,0.0,
tail_severity,random_3_of_4,planner_weekly,109,compound,2.575405,13,mean,535844.6181498527,0.3810944645160004,4.0,,41.0,
tail_severity,random_3_of_4,planner_weekly,110,compound,2.5805249999999997,14,mean,596317.5379731229,0.35404750976412336,4.0,,82.0,
tail_severity,random_3_of_4,planner_weekly,111,compound,2.575405,15,mean,618571.8666501225,0.45809707728806914,3.6,,101.6,
tail_severity,random_3_of_4,planner_weekly,112,compound,2.5,14,mean,474147.65490832936,0.4028978309619961,5.0,,30.0,
tail_severity,random_3_of_4,planner_weekly,113,compound,2.814935,14,mean,500035.139242672,0.47806024724847235,2.0,,42.0,
tail_severity,random_3_of_4,planner_weekly,114,compound,2.526313,15,mean,494730.14036664774,0.43333905173563797,5.0,,38.0,
tail_severity,random_3_of_4,planner_weekly,115,compound,2.5805249999999997,13,mean,573267.2846235082,0.3879427800537065,3.0,,73.0,
tail_severity,random_3_of_4,planner_weekly,116,compound,2.5805249999999997,13,mean,581477.82304852,0.429511833843644,4.0,,44.0,
tail_severity,random_3_of_4,planner_weekly,117,compound,2.585645,14,mean,507928.96614359587,0.1854547275245238,4.0,,109.0,
tail_severity,random_3_of_4,planner_weekly,118,compound,2.5,14,mean,568524.0953689225,0.33549984585886705,4.0,,88.0,
tail_severity,random_3_of_4,planner_weekly,119,compound,2.526313,13,mean,649708.4366245142,0.3657276835601174,5.0,,108.0,
tail_severity,random_3_of_4,planner_weekly,120,compound,2.575405,12,mean,451510.32661646884,0.0,4.0,,0.0,
tail_severity,random_3_of_4,planner_weekly,121,compound,2.585645,13,mean,630666.9398730933,0.4112226148876953,5.0,,68.0,
tail_severity,random_3_of_4,planner_weekly,122,compound,2.6,14,mean,441625.6841938907,0.3324563213543812,5.0,,33.0,
tail_severity,random_3_of_4,planner_weekly,123,compound,2.526313,13,mean,627243.3501988109,0.3622117483717522,5.0,,101.0,
tail_severity,random_3_of_4,planner_weekly,124,compound,2.575405,13,mean,611854.0133990928,0.6355429444239139,5.0,,36.0,
tail_severity,random_3_of_4,planner_weekly,125,compound,2.526313,13,mean,670164.0368061118,0.4229511161815943,5.0,,89.0,
tail_severity,random_3_of_4,planner_weekly,126,compound,2.5,15,mean,428369.1432035258,0.09844111904544889,3.0,,37.0,
tail_severity,random_3_of_4,planner_weekly,127,compound,2.585645,13,mean,551697.1534328666,0.4275104509006081,2.0,,110.0,
tail_severity,random_3_of_4,planner_weekly,128,compound,2.5805249999999997,13,mean,494366.9466700661,0.4251041266854136,3.0,,73.0,
tail_severity,random_3_of_4,planner_weekly,129,compound,2.814935,13,mean,477316.16742215556,0.3495063630761786,4.0,,30.0,
tail_severity,random_3_of_4,planner_weekly,130,compound,2.5,15,mean,531193.4004994107,0.4312904047134749,4.6,,71.0,
tail_severity,random_3_of_4,planner_weekly,131,compound,2.6,14,mean,508414.44590708136,0.34692661343100767,4.0,,75.0,
tail_severity,random_3_of_4,planner_weekly,132,compound,2.814935,13,mean,487073.9961029942,0.26724997786856564,4.6,,63.0,
tail_severity,random_3_of_4,planner_weekly,133,compound,2.5,14,mean,421475.83907548536,0.17370838176429962,4.0,,82.0,
tail_severity,random_3_of_4,planner_weekly,134,compound,2.5805249999999997,13,mean,607599.3558891993,0.5867324116879375,5.0,,37.0,
tail_severity,random_3_of_4,planner_weekly,135,compound,2.6,13,mean,575029.3506415503,0.5412347862237066,4.0,,37.0,
tail_severity,random_3_of_4,planner_weekly,136,compound,2.575405,14,mean,584936.4856048063,0.32152773721367023,4.0,,95.0,
tail_severity,random_3_of_4,planner_weekly,137,compound,2.814935,12,mean,562473.1253248985,0.3788793376061903,5.0,,60.0,
tail_severity,random_3_of_4,planner_weekly,138,compound,2.5805249999999997,14,mean,451507.5078715818,0.0,4.0,,0.0,
tail_severity,random_3_of_4,planner_weekly,139,compound,2.526313,14,mean,596934.1357657403,0.43524443820350645,5.0,,60.0,
tail_severity,random_3_of_4,planner_weekly,140,compound,2.575405,12,mean,679404.2420774436,0.4119851571203196,2.8,,107.0,
tail_severity,random_3_of_4,planner_weekly,141,compound,2.575405,12,mean,605703.2967070412,0.4455948914473014,4.0,,101.0,
tail_severity,random_3_of_4,planner_weekly,142,compound,2.575405,13,mean,648932.4604610477,0.4015879256097084,5.0,,92.0,
tail_severity,random_3_of_4,planner_weekly,143,compound,2.585645,14,mean,458133.01896910334,0.0,4.0,,0.0,
tail_severity,random_3_of_4,planner_weekly,144,compound,2.5805249999999997,14,mean,536576.9195888387,0.37273445308384945,5.0,,81.0,
tail_severity,random_3_of_4,planner_weekly,145,compound,2.526313,15,mean,598593.4833636885,0.3869002601692801,4.0,,101.0,
tail_severity,random_3_of_4,planner_weekly,146,compound,2.5805249999999997,13,mean,578320.1389842011,0.2836351642970305,4.0,,107.0,
tail_severity,random_3_of_4,planner_weekly,147,compound,2.814935,15,mean,551374.5163534262,0.53296751573763,4.0,,36.0,
tail_severity,random_3_of_4,planner_weekly,148,compound,2.6,13,mean,607598.722415426,0.2901185445391793,4.8,,108.0,
tail_severity,random_3_of_4,planner_weekly,149,compound,2.5,14,mean,456246.7056771748,0.1737757619473851,4.0,,83.0,
tail_severity,random_3_of_4,planner_weekly,150,compound,2.814935,12,mean,460005.04014632024,0.1616265672205741,4.0,,36.0,
tail_severity,random_3_of_4,planner_weekly,151,compound,2.6,13,mean,442004.1839922552,0.1693007123486848,3.0,,37.0,
